PlotData_CLPH_Threshold5_Insecticide279.Density,PlotData_CLPH_Threshold5_Insecticide279.NE,PlotData_CLPH_Threshold5_Insecticide279.Type,PlotData_CLPH_Threshold5_Insecticide279.Means,PlotData_CLPH_Threshold5_Insecticide279.SD,PlotData_CLPH_Threshold5_Insecticide279.Ymin,PlotData_CLPH_Threshold5_Insecticide279.Ymax,PlotData_CLPH_Threshold5_Insecticide279.Threshold,PlotData_CLPH_Threshold5_Insecticide279.Insecticide,PlotData_CLPH_Percent_Threshold5_Insecticide279.Density,PlotData_CLPH_Percent_Threshold5_Insecticide279.NE,PlotData_CLPH_Percent_Threshold5_Insecticide279.Type,PlotData_CLPH_Percent_Threshold5_Insecticide279.Means,PlotData_CLPH_Percent_Threshold5_Insecticide279.SD,PlotData_CLPH_Percent_Threshold5_Insecticide279.Ymin,PlotData_CLPH_Percent_Threshold5_Insecticide279.Ymax,PlotData_CLPH_Percent_Threshold5_Insecticide279.Threshold,PlotData_CLPH_Percent_Threshold5_Insecticide279.Insecticide,PlotData_LPH_Threshold5_Insecticide279.Density,PlotData_LPH_Threshold5_Insecticide279.NE,PlotData_LPH_Threshold5_Insecticide279.Type,PlotData_LPH_Threshold5_Insecticide279.Means,PlotData_LPH_Threshold5_Insecticide279.SD,PlotData_LPH_Threshold5_Insecticide279.Ymin,PlotData_LPH_Threshold5_Insecticide279.Ymax,PlotData_LPH_Threshold5_Insecticide279.Threshold,PlotData_LPH_Threshold5_Insecticide279.Insecticide,PlotData_YL_Threshold5_Insecticide279.Density,PlotData_YL_Threshold5_Insecticide279.NE,PlotData_YL_Threshold5_Insecticide279.Type,PlotData_YL_Threshold5_Insecticide279.Means,PlotData_YL_Threshold5_Insecticide279.SD,PlotData_YL_Threshold5_Insecticide279.Ymin,PlotData_YL_Threshold5_Insecticide279.Ymax,PlotData_YL_Threshold5_Insecticide279.Threshold,PlotData_YL_Threshold5_Insecticide279.Insecticide,Crop
5,0.3,ET,-8.51010564068251,3.94327332590717,-12.4533789665897,-4.56683231477534,5,279.168458781362,5,0.3,ET,-3.28987773790188,1.47207232982532,-4.7619500677272,-1.81780540807656,5,279.168458781362,5,0.3,ET,264.744478545617,4.59810965670814,260.146368888909,269.342588202325,5,279.168458781362,5,0.3,ET,0.586455884986122,0.301777857271266,0.284678027714855,0.888233742257388,5,279.168458781362,Wheat
5,0.3,AS,0,0,0,0,5,279.168458781362,5,0.3,AS,0,0,0,0,5,279.168458781362,5,0.3,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,5,0.3,AS,0,,0,0,5,279.168458781362,Wheat
5,0.4,NS,-3.05292018577575,4.14139012356091,-7.19431030933666,0,5,279.168458781362,5,0.4,NS,-96.7052039873505,14.9362255835581,-111.641429570909,-81.7689784037924,5,279.168458781362,5,0.4,NS,3.47848679458596,5.16131713592587,0,8.63980393051183,5,279.168458781362,5,0.4,NS,0.228296054202427,0.33874164434179,0,0.567037698544217,5,279.168458781362,Wheat
5,0.4,ET,-3.05291937975239,4.14138971756473,-7.19430909731712,0,5,279.168458781362,5,0.4,ET,-1.18621954470297,1.58748649426646,-2.77370603896944,0,5,279.168458781362,5,0.4,ET,259.287292284687,5.16131668878383,254.125975595903,264.448608973471,5,279.168458781362,5,0.4,ET,0.228296054202427,0.33874164434179,0,0.567037698544217,5,279.168458781362,Wheat
5,0.4,AS,0,0,0,0,5,279.168458781362,5,0.4,AS,0,0,0,0,5,279.168458781362,5,0.4,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,5,0.4,AS,0,,0,0,5,279.168458781362,Wheat
5,0.5,NS,-1.15447612129059,2.90435485881685,-4.05883098010743,0,5,279.168458781362,5,0.5,NS,-90.8276140463147,24.1887982722928,-115.016412318608,-66.6388157740219,5,279.168458781362,5,0.5,NS,1.5800427301008,4.3326349120192,0,5.91267764212,5,279.168458781362,5,0.5,NS,0.103699551573597,0.284354523424718,0,0.388054074998315,5,279.168458781362,Wheat
5,0.5,ET,-1.15447585160035,2.90435450878905,-4.0588303603894,0,5,279.168458781362,5,0.5,ET,-0.447188676004514,1.117280227455,-1.56446890345952,0,5,279.168458781362,5,0.5,ET,257.388848756535,4.33263447427751,253.056214282258,261.721483230813,5,279.168458781362,5,0.5,ET,0.103699551573597,0.284354523424718,0,0.388054074998315,5,279.168458781362,Wheat
5,0.5,AS,0,0,0,0,5,279.168458781362,5,0.5,AS,0,0,0,0,5,279.168458781362,5,0.5,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,5,0.5,AS,0,,0,0,5,279.168458781362,Wheat
5,0.6,NS,-0.562026068659132,1.98379939262554,-2.54582546128468,0,5,279.168458781362,5,0.6,NS,-80.5151884906905,32.9611469029103,-113.476335393601,-47.5540415877802,5,279.168458781362,5,0.6,NS,0.987592677469345,3.74064003837181,0,4.72823271584115,5,279.168458781362,5,0.6,NS,0.0648165494767384,0.245501395112684,0,0.310317944589422,5,279.168458781362,Wheat
5,0.6,ET,-0.562025962001977,1.98379916776267,-2.54582512976464,0,5,279.168458781362,5,0.6,ET,-0.217454043976089,0.76577338496504,-0.983227428941129,0,5,279.168458781362,5,0.6,ET,256.796398866937,3.74063967837727,253.05575918856,260.537038545314,5,279.168458781362,5,0.6,ET,0.0648165494767384,0.245501395112684,0,0.310317944589422,5,279.168458781362,Wheat
5,0.6,AS,0,0,0,0,5,279.168458781362,5,0.6,AS,0,0,0,0,5,279.168458781362,5,0.6,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,5,0.6,AS,0,,0,0,5,279.168458781362,Wheat
5,0.7,NS,-0.306383017906336,1.31559579508686,-1.6219788129932,0,5,279.168458781362,5,0.7,NS,-68.9214942265212,38.1112397168083,-107.032733943329,-30.8102545097129,5,279.168458781362,5,0.7,NS,0.73194962671655,3.34743246949678,0,4.07938209621332,5,279.168458781362,5,0.7,NS,0.0480384780860488,0.21969484710554,0,0.267733325191588,5,279.168458781362,Wheat
5,0.7,ET,-0.306382964577758,1.3155956555141,-1.62197862009186,0,5,279.168458781362,5,0.7,ET,-0.118768899358301,0.510098393295726,-0.628867292654028,0,5,279.168458781362,5,0.7,ET,256.540755869513,3.34743215967529,253.193323709837,259.888188029188,5,279.168458781362,5,0.7,ET,0.0480384780860488,0.21969484710554,0,0.267733325191588,5,279.168458781362,Wheat
5,0.7,AS,0,0,0,0,5,279.168458781362,5,0.7,AS,0,0,0,0,5,279.168458781362,5,0.7,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,5,0.7,AS,0,,0,0,5,279.168458781362,Wheat
5,0.8,NS,-0.156023112162942,0.807936579827589,-0.963959691990531,0,5,279.168458781362,5,0.8,NS,-52.031504228583,39.7105846090481,-91.742088837631,-12.3209196195349,5,279.168458781362,5,0.8,NS,0.581589720973156,3.07219953799917,0,3.65378925897232,5,279.168458781362,5,0.8,NS,0.038170229270244,0.201631075138583,0,0.239801304408827,5,279.168458781362,Wheat
5,0.8,ET,-0.156023090831511,0.807936513429539,-0.96395960426105,0,5,279.168458781362,5,0.8,ET,-0.0605537698559865,0.315002576543773,-0.37555634639976,0,5,279.168458781362,5,0.8,ET,256.390395995766,3.0721992637045,253.318196732062,259.462595259471,5,279.168458781362,5,0.8,ET,0.038170229270244,0.201631075138583,0,0.239801304408827,5,279.168458781362,Wheat
5,0.8,AS,0,0,0,0,5,279.168458781362,5,0.8,AS,0,0,0,0,5,279.168458781362,5,0.8,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,5,0.8,AS,0,,0,0,5,279.168458781362,Wheat
5,0.9,NS,-0.0686308162682721,0.385075169559209,-0.453705985827481,0,5,279.168458781362,5,0.9,NS,-34.0900189307199,35.367798351349,-69.4578172820689,0,5,279.168458781362,5,0.9,NS,0.494197425078486,2.8589848659423,0,3.35318229102078,5,279.168458781362,5,0.9,NS,0.0324345983770932,0.187637614417556,0,0.22007221279465,5,279.168458781362,Wheat
5,0.9,ET,-0.0686308086499039,0.385075137869826,-0.45370594651973,0,5,279.168458781362,5,0.9,ET,-0.026781141054716,0.151314888796387,-0.178096029851103,0,5,279.168458781362,5,0.9,ET,256.303003713585,2.85898461310934,253.444019100475,259.161988326694,5,279.168458781362,5,0.9,ET,0.0324345983770932,0.187637614417556,0,0.22007221279465,5,279.168458781362,Wheat
5,0.9,AS,0,0,0,0,5,279.168458781362,5,0.9,AS,0,0,0,0,5,279.168458781362,5,0.9,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,5,0.9,AS,0,,0,0,5,279.168458781362,Wheat
5,1,NS,0,0,0,0,5,279.168458781362,5,1,NS,0,0,0,0,5,279.168458781362,5,1,NS,0.425566608810214,2.68901543375426,0,3.11458204256448,5,279.168458781362,5,1,NS,0.0279302993884857,0.176482375661454,0,0.20441267504994,5,279.168458781362,Wheat
5,1,ET,0,0,0,0,5,279.168458781362,5,1,ET,0,0,0,0,5,279.168458781362,5,1,ET,256.234372904935,2.68901520106425,253.545357703871,258.923388105999,5,279.168458781362,5,1,ET,0.0279302993884857,0.176482375661454,0,0.20441267504994,5,279.168458781362,Wheat
5,1,AS,0,0,0,0,5,279.168458781362,5,1,AS,0,0,0,0,5,279.168458781362,5,1,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,5,1,AS,0,,0,0,5,279.168458781362,Wheat
7.5,0.01,NS,-51.5166141129333,8.17065791702071,-59.687272029954,-43.3459561959126,5,279.168458781362,7.5,0.01,NS,-95.7206403363675,15.2422102929131,-110.962850629281,-80.4784300434545,5,279.168458781362,7.5,0.01,NS,53.8346526955776,0.124037020186015,53.7106156753916,53.9586897157637,5,279.168458781362,7.5,0.01,NS,3.53321415762952,0.00814065539290476,3.52507350223662,3.54135481302243,5,279.168458781362,Wheat
7.5,0.01,ET,-7.46384055678414,3.91941571287261,-11.3832562696567,-3.54442484391153,5,279.168458781362,7.5,0.01,ET,-2.88984030613186,1.52688431456812,-4.41672462069998,-1.36295599156374,5,279.168458781362,7.5,0.01,ET,264.456786403693,0,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.01,ET,0,0,0,0,5,279.168458781362,Wheat
7.5,0.01,AS,0,0,0,0,5,279.168458781362,7.5,0.01,AS,0,0,0,0,5,279.168458781362,7.5,0.01,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.01,AS,0,,0,0,5,279.168458781362,Wheat
7.5,0.1,NS,-46.6799247845551,7.33376740192417,-54.0136921864793,-39.3461573826309,5,279.168458781362,7.5,0.1,NS,-95.5827354938851,15.5989707874939,-111.181706281379,-79.9837647063913,5,279.168458781362,7.5,0.1,NS,48.9979633671994,1.31672781141315,47.6812355557862,50.3146911786125,5,279.168458781362,7.5,0.1,NS,3.21577811308557,0.0864179689490531,3.12936014413651,3.30219608203462,5,279.168458781362,Wheat
7.5,0.1,ET,-7.46384055678414,3.91941571287261,-11.3832562696567,-3.54442484391153,5,279.168458781362,7.5,0.1,ET,-2.88984030613186,1.52688431456812,-4.41672462069998,-1.36295599156374,5,279.168458781362,7.5,0.1,ET,264.456786403693,0,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.1,ET,0,0,0,0,5,279.168458781362,Wheat
7.5,0.1,AS,0,0,0,0,5,279.168458781362,7.5,0.1,AS,0,0,0,0,5,279.168458781362,7.5,0.1,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.1,AS,0,,0,0,5,279.168458781362,Wheat
7.5,0.2,NS,-40.8424123302753,6.47226127637823,-47.3146736066535,-34.3701510538971,5,279.168458781362,7.5,0.2,NS,-95.4084031986186,16.0446260022652,-111.453029200884,-79.3637771963534,5,279.168458781362,7.5,0.2,NS,43.1604509129196,2.83065633413759,40.329794578782,45.9911072470572,5,279.168458781362,7.5,0.2,NS,2.83265719345355,0.185778388721364,2.64687880473218,3.01843558217491,5,279.168458781362,Wheat
7.5,0.2,ET,-7.46384055678414,3.91941571287261,-11.3832562696567,-3.54442484391153,5,279.168458781362,7.5,0.2,ET,-2.88984030613186,1.52688431456812,-4.41672462069998,-1.36295599156374,5,279.168458781362,7.5,0.2,ET,264.456786403693,0,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.2,ET,0,0,0,0,5,279.168458781362,Wheat
7.5,0.2,AS,0,0,0,0,5,279.168458781362,7.5,0.2,AS,0,0,0,0,5,279.168458781362,7.5,0.2,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.2,AS,0,,0,0,5,279.168458781362,Wheat
7.5,0.3,NS,-34.4184774724394,5.8714019362144,-40.2898794086538,-28.547075536225,5,279.168458781362,7.5,0.3,NS,-95.2058454524092,16.5556108091965,-111.761456261606,-78.6502346432128,5,279.168458781362,7.5,0.3,NS,36.7365160550837,4.59810965670814,32.1384063983756,41.3346257117918,5,279.168458781362,7.5,0.3,NS,2.41104887147286,0.301777857271266,2.10927101420159,2.71282672874413,5,279.168458781362,Wheat
7.5,0.3,ET,-7.46384055678414,3.91941571287261,-11.3832562696567,-3.54442484391153,5,279.168458781362,7.5,0.3,ET,-2.88984030613186,1.52688431456812,-4.41672462069998,-1.36295599156374,5,279.168458781362,7.5,0.3,ET,264.456786403693,0,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.3,ET,0,0,0,0,5,279.168458781362,Wheat
7.5,0.3,AS,0,0,0,0,5,279.168458781362,7.5,0.3,AS,0,0,0,0,5,279.168458781362,7.5,0.3,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.3,AS,0,,0,0,5,279.168458781362,Wheat
7.5,0.4,NS,-27.2697237253848,5.89165492926266,-33.1613786546474,-21.3780687961221,5,279.168458781362,7.5,0.4,NS,-94.966079184468,17.1519792275251,-112.118058411993,-77.8140999569429,5,279.168458781362,7.5,0.4,NS,29.5877623080291,6.70162488902436,22.8861374190047,36.2893871970534,5,279.168458781362,7.5,0.4,NS,1.94187006778801,0.43983335549536,1.50203671229265,2.38170342328337,5,279.168458781362,Wheat
7.5,0.4,ET,-12.7351105671909,8.88812889598059,-21.6232394631715,-3.8469816712103,5,279.168458781362,7.5,0.4,ET,-4.76359449728234,3.23976843437479,-8.00336293165712,-1.52382606290755,5,279.168458781362,7.5,0.4,ET,269.728056414099,7.14660439484212,262.581452019257,276.874660808942,5,279.168458781362,7.5,0.4,ET,0.550852305237524,0.738605144784765,0,1.28945745002229,5,279.168458781362,Wheat
7.5,0.4,AS,0,0,0,0,5,279.168458781362,7.5,0.4,AS,0,0,0,0,5,279.168458781362,7.5,0.4,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.4,AS,0,,0,0,5,279.168458781362,Wheat
7.5,0.5,NS,-19.19922022874,6.9509589411129,-26.1501791698529,-12.2482612876271,5,279.168458781362,7.5,0.5,NS,-94.6753486875062,17.8642876746754,-112.539636362182,-76.8110610128308,5,279.168458781362,7.5,0.5,NS,21.5172588113843,9.26864579931939,12.2486130120649,30.7859046107037,5,279.168458781362,7.5,0.5,NS,1.41219604212301,0.608309126565589,0.80388691555742,2.0205051686886,5,279.168458781362,Wheat
7.5,0.5,ET,-14.0449108044893,8.22645394156259,-22.2713647460519,-5.81845686292669,5,279.168458781362,7.5,0.5,ET,-5.2606691927608,3.02746878894009,-8.2881379817009,-2.23320040382071,5,279.168458781362,7.5,0.5,ET,271.037856651398,6.06230992500632,264.975546726392,277.100166576404,5,279.168458781362,7.5,0.5,ET,0.859304778121698,0.582216866114394,0.277087912007304,1.44152164423609,5,279.168458781362,Wheat
7.5,0.5,AS,0,0,0,0,5,279.168458781362,7.5,0.5,AS,0,0,0,0,5,279.168458781362,7.5,0.5,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.5,AS,0,,0,0,5,279.168458781362,Wheat
7.5,0.6,NS,-10.6395749816639,8.14992938126109,-18.789504362925,-2.4896456004028,5,279.168458781362,7.5,0.6,NS,-93.2993222514512,20.1751695172226,-113.474491768674,-73.1241527342286,5,279.168458781362,7.5,0.6,NS,12.9576135643082,11.5418782525837,1.41573531172446,24.4994918168919,5,279.168458781362,7.5,0.6,NS,0.850419226318643,0.757503310707064,0.0929159156115782,1.60792253702571,5,279.168458781362,Wheat
7.5,0.6,ET,-8.47815797135473,8.4664218822485,-16.9445798536032,-0.0117360891062361,5,279.168458781362,7.5,0.6,ET,-3.20496283383372,3.15904196537252,-6.36400479920624,-0.0459208684612067,5,279.168458781362,7.5,0.6,ET,265.471103818263,7.34738467003823,258.123719148225,272.818488488302,5,279.168458781362,7.5,0.6,ET,0.565468403140496,0.524893530912129,0.0405748722283672,1.09036193405262,5,279.168458781362,Wheat
7.5,0.6,AS,0,0,0,0,5,279.168458781362,7.5,0.6,AS,0,0,0,0,5,279.168458781362,7.5,0.6,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.6,AS,0,,0,0,5,279.168458781362,Wheat
7.5,0.7,NS,-4.9156356207088,6.50817941453312,-11.4238150352419,0,5,279.168458781362,7.5,0.7,NS,-87.7635309487419,26.6486383223544,-114.412169271096,-61.1148926263876,5,279.168458781362,7.5,0.7,NS,7.23367420335309,11.1660480788197,0,18.3997222821728,5,279.168458781362,7.5,0.7,NS,0.474752205637729,0.732837255957603,0,1.20758946159533,5,279.168458781362,Wheat
7.5,0.7,ET,-3.84661030051083,6.86657732945903,-10.7131876299699,0,5,279.168458781362,7.5,0.7,ET,-1.46025259698022,2.59349690491213,-4.05374950189236,0,5,279.168458781362,7.5,0.7,ET,260.839556147419,6.76142363618883,254.078132511231,267.600979783608,5,279.168458781362,7.5,0.7,ET,0.286469219785425,0.445829907719597,0,0.732299127505023,5,279.168458781362,Wheat
7.5,0.7,AS,0,0,0,0,5,279.168458781362,7.5,0.7,AS,0,0,0,0,5,279.168458781362,7.5,0.7,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.7,AS,0,,0,0,5,279.168458781362,Wheat
7.5,0.8,NS,-2.08054833151368,4.06382081557946,-6.14436914709314,0,5,279.168458781362,7.5,0.8,NS,-76.068701854246,34.674098292415,-110.742800146661,-41.394603561831,5,279.168458781362,7.5,0.8,NS,4.39858691415797,10.0195185358408,0,14.4181054499988,5,279.168458781362,7.5,0.8,NS,0.28868300955796,0.657589544482606,0,0.946272554040566,5,279.168458781362,Wheat
7.5,0.8,ET,-1.58221996190729,4.43924469039933,-6.02146465230662,0,5,279.168458781362,7.5,0.8,ET,-0.602871612776015,1.69651636537328,-2.29938797814929,0,5,279.168458781362,7.5,0.8,ET,258.575165808816,5.63189040636319,252.943275402453,264.207056215179,5,279.168458781362,7.5,0.8,ET,0.150341966265364,0.359231025236041,0,0.509572991501405,5,279.168458781362,Wheat
7.5,0.8,AS,0,0,0,0,5,279.168458781362,7.5,0.8,AS,0,0,0,0,5,279.168458781362,7.5,0.8,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.8,AS,0,,0,0,5,279.168458781362,Wheat
7.5,0.9,NS,-0.723895375689378,1.86321594148332,-2.5871113171727,0,5,279.168458781362,7.5,0.9,NS,-52.6590266502694,39.5223721358988,-92.1813987861682,-13.1366545143706,5,279.168458781362,7.5,0.9,NS,3.04193395833367,9.02176563894917,0,12.0636995972828,5,279.168458781362,7.5,0.9,NS,0.199644719339694,0.59210617114224,0,0.791750890481935,5,279.168458781362,Wheat
7.5,0.9,ET,-0.541284964268487,2.25463147625826,-2.79591644052675,0,5,279.168458781362,7.5,0.9,ET,-0.207751345053775,0.873007616239492,-1.08075896129327,0,5,279.168458781362,7.5,0.9,ET,257.534230811177,4.66998044774035,252.864250363437,262.204211258917,5,279.168458781362,7.5,0.9,ET,0.088835395887453,0.29128844883236,0,0.380123844719813,5,279.168458781362,Wheat
7.5,0.9,AS,0,0,0,0,5,279.168458781362,7.5,0.9,AS,0,0,0,0,5,279.168458781362,7.5,0.9,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,7.5,0.9,AS,0,,0,0,5,279.168458781362,Wheat
7.5,1,NS,0,0,0,0,5,279.168458781362,7.5,1,NS,0,0,0,0,5,279.168458781362,7.5,1,NS,2.31803858264429,8.26387288279684,0,10.5819114654411,5,279.168458781362,7.5,1,NS,0.152134848615882,0.542365023351344,0,0.694499871967226,5,279.168458781362,Wheat
7.5,1,ET,0,0,0,0,5,279.168458781362,7.5,1,ET,0,0,0,0,5,279.168458781362,7.5,1,ET,256.992945846909,3.91941571287259,253.073530134036,260.912361559781,5,279.168458781362,7.5,1,ET,0.0567158434914092,0.23860416889908,0,0.295320012390489,5,279.168458781362,Wheat
7.5,1,AS,0,0,0,0,5,279.168458781362,7.5,1,AS,0,0,0,0,5,279.168458781362,7.5,1,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,7.5,1,AS,0,,0,0,5,279.168458781362,Wheat
10,0.01,NS,-67.8410778510735,13.733324320554,-81.5744021716275,-54.1077535305195,5,279.168458781362,10,0.01,NS,-92.2531419931938,18.731018865968,-110.984160859162,-73.5221231272258,5,279.168458781362,10,0.01,NS,73.5596642425972,0.124037020186015,73.4356272224112,73.6837012627832,5,279.168458781362,10,0.01,NS,4.82778348366254,0.00814065539290474,4.81964282826963,4.83592413905544,5,279.168458781362,Wheat
10,0.01,ET,-6.12285650078619,5.41139521141154,-11.5342517121977,-0.711461289374651,5,279.168458781362,10,0.01,ET,-2.36796410906345,2.10806341815523,-4.47602752721868,-0.259900690908224,5,279.168458781362,10,0.01,ET,264.456786403693,0,264.456786403693,264.456786403693,5,279.168458781362,10,0.01,ET,0,0,0,0,5,279.168458781362,Wheat
10,0.01,AS,0,0,0,0,5,279.168458781362,10,0.01,AS,0,0,0,0,5,279.168458781362,10,0.01,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,279.168458781362,10,0.01,AS,0,,0,0,5,279.168458781362,Wheat
