PlotData_CLPH_Threshold5_Insecticide246.Density,PlotData_CLPH_Threshold5_Insecticide246.NE,PlotData_CLPH_Threshold5_Insecticide246.Type,PlotData_CLPH_Threshold5_Insecticide246.Means,PlotData_CLPH_Threshold5_Insecticide246.SD,PlotData_CLPH_Threshold5_Insecticide246.Ymin,PlotData_CLPH_Threshold5_Insecticide246.Ymax,PlotData_CLPH_Threshold5_Insecticide246.Threshold,PlotData_CLPH_Threshold5_Insecticide246.Insecticide,PlotData_CLPH_Percent_Threshold5_Insecticide246.Density,PlotData_CLPH_Percent_Threshold5_Insecticide246.NE,PlotData_CLPH_Percent_Threshold5_Insecticide246.Type,PlotData_CLPH_Percent_Threshold5_Insecticide246.Means,PlotData_CLPH_Percent_Threshold5_Insecticide246.SD,PlotData_CLPH_Percent_Threshold5_Insecticide246.Ymin,PlotData_CLPH_Percent_Threshold5_Insecticide246.Ymax,PlotData_CLPH_Percent_Threshold5_Insecticide246.Threshold,PlotData_CLPH_Percent_Threshold5_Insecticide246.Insecticide,PlotData_LPH_Threshold5_Insecticide246.Density,PlotData_LPH_Threshold5_Insecticide246.NE,PlotData_LPH_Threshold5_Insecticide246.Type,PlotData_LPH_Threshold5_Insecticide246.Means,PlotData_LPH_Threshold5_Insecticide246.SD,PlotData_LPH_Threshold5_Insecticide246.Ymin,PlotData_LPH_Threshold5_Insecticide246.Ymax,PlotData_LPH_Threshold5_Insecticide246.Threshold,PlotData_LPH_Threshold5_Insecticide246.Insecticide,PlotData_YL_Threshold5_Insecticide246.Density,PlotData_YL_Threshold5_Insecticide246.NE,PlotData_YL_Threshold5_Insecticide246.Type,PlotData_YL_Threshold5_Insecticide246.Means,PlotData_YL_Threshold5_Insecticide246.SD,PlotData_YL_Threshold5_Insecticide246.Ymin,PlotData_YL_Threshold5_Insecticide246.Ymax,PlotData_YL_Threshold5_Insecticide246.Threshold,PlotData_YL_Threshold5_Insecticide246.Insecticide,Crop
5,0.8,NS,-5.17591814236882,5.48406194951353,-10.6599800918824,0,5,246.453405354839,5,0.8,NS,-11.9297573512501,13.813539387648,-25.7432967388981,0,5,246.453405354839,5,0.8,NS,39.5198078193783,4.1778279729794,35.3419798463989,43.6976357923577,5,246.453405354839,5,0.8,NS,2.78425354008278,0.295721875389595,2.48853166469318,3.07997541547237,5,246.453405354839,OSR
5,0.8,ET,-5.17591814236882,5.48406194951353,-10.6599800918824,0,5,246.453405354839,5,0.8,ET,-11.9297573512501,13.813539387648,-25.7432967388981,0,5,246.453405354839,5,0.8,ET,39.5198078193783,4.1778279729794,35.3419798463989,43.6976357923577,5,246.453405354839,5,0.8,ET,2.78425354008278,0.295721875389595,2.48853166469318,3.07997541547237,5,246.453405354839,OSR
5,0.8,AS,0,0,0,0,5,246.453405354839,5,0.8,AS,0,0,0,0,5,246.453405354839,5,0.8,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,5,0.8,AS,0,,0,0,5,246.453405354839,OSR
5,0.9,NS,-2.57393127025281,5.20586019962338,-7.77979146987619,0,5,246.453405354839,5,0.9,NS,-5.86836882255882,14.4592342664036,-20.3276030889624,0,5,246.453405354839,5,0.9,NS,36.9178209472623,3.91476629888432,33.0030546483779,40.8325872461466,5,246.453405354839,5,0.9,NS,2.60404888072194,0.2778462196657,2.32620266105624,2.88189510038764,5,246.453405354839,OSR
5,0.9,ET,-2.57393127025281,5.20586019962338,-7.77979146987619,0,5,246.453405354839,5,0.9,ET,-5.86836882255882,14.4592342664036,-20.3276030889624,0,5,246.453405354839,5,0.9,ET,36.9178209472623,3.91476629888432,33.0030546483779,40.8325872461466,5,246.453405354839,5,0.9,ET,2.60404888072194,0.2778462196657,2.32620266105624,2.88189510038764,5,246.453405354839,OSR
5,0.9,AS,0,0,0,0,5,246.453405354839,5,0.9,AS,0,0,0,0,5,246.453405354839,5,0.9,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,5,0.9,AS,0,,0,0,5,246.453405354839,OSR
5,1,NS,0,0,0,0,5,246.453405354839,5,1,NS,0,0,0,0,5,246.453405354839,5,1,NS,34.3438896770094,3.57727059585372,30.7666190811557,37.9211602728632,5,246.453405354839,5,1,NS,2.42188551068497,0.253841036920314,2.16804447376466,2.67572654760529,5,246.453405354839,OSR
5,1,ET,0,0,0,0,5,246.453405354839,5,1,ET,0,0,0,0,5,246.453405354839,5,1,ET,34.3438896770094,3.57727059585372,30.7666190811557,37.9211602728632,5,246.453405354839,5,1,ET,2.42188551068497,0.253841036920314,2.16804447376466,2.67572654760529,5,246.453405354839,OSR
5,1,AS,0,0,0,0,5,246.453405354839,5,1,AS,0,0,0,0,5,246.453405354839,5,1,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,5,1,AS,0,,0,0,5,246.453405354839,OSR
7.5,0.01,NS,-39.9403396506627,10.8746761108287,-50.8150157614914,-29.065663539834,5,246.453405354839,7.5,0.01,NS,-42.8708450821087,8.66460824074762,-51.5354533228563,-34.2062368413611,5,246.453405354839,7.5,0.01,NS,91.6545343236156,9.56243634457175,82.0920979790439,101.216970668187,5,246.453405354839,7.5,0.01,NS,6.45801796224579,0.673527358137103,5.78449060410869,7.13154532038289,5,246.453405354839,OSR
7.5,0.01,ET,-177.329547254305,5.4403539665171,-182.769901220822,-171.889193287788,5,246.453405354839,7.5,0.01,ET,-76.3259345324655,2.50504977794797,-78.8309843104135,-73.8208847545175,5,246.453405354839,7.5,0.01,ET,229.043741927258,0,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.01,ET,0,0,0,0,5,246.453405354839,OSR
7.5,0.01,AS,0,0,0,0,5,246.453405354839,7.5,0.01,AS,0,0,0,0,5,246.453405354839,7.5,0.01,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.01,AS,0,,0,0,5,246.453405354839,OSR
7.5,0.1,NS,-36.7522800962059,10.6832145483208,-47.4354946445266,-26.0690655478851,5,246.453405354839,7.5,0.1,NS,-40.8465604997734,8.97669740059777,-49.8232579003711,-31.8698630991756,5,246.453405354839,7.5,0.1,NS,88.4664747691588,9.33567248349614,79.1308022856627,97.8021472526549,5,246.453405354839,7.5,0.1,NS,6.23866322765704,0.657732500858167,5.58093072679888,6.89639572851521,5,246.453405354839,OSR
7.5,0.1,ET,-177.329547254305,5.4403539665171,-182.769901220822,-171.889193287788,5,246.453405354839,7.5,0.1,ET,-76.3259345324655,2.50504977794797,-78.8309843104135,-73.8208847545175,5,246.453405354839,7.5,0.1,ET,229.043741927258,0,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.1,ET,0,0,0,0,5,246.453405354839,OSR
7.5,0.1,AS,0,0,0,0,5,246.453405354839,7.5,0.1,AS,0,0,0,0,5,246.453405354839,7.5,0.1,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.1,AS,0,,0,0,5,246.453405354839,OSR
7.5,0.2,NS,-31.969406557438,10.5982086497905,-42.5676152072284,-21.3711979076475,5,246.453405354839,7.5,0.2,NS,-37.2758215370945,9.88335158380638,-47.1591731209009,-27.3924699532881,5,246.453405354839,7.5,0.2,NS,83.6836012303909,8.76834786564045,74.9152533647504,92.4519490960313,5,246.453405354839,7.5,0.2,NS,5.88965311165164,0.619329919719513,5.27032319193213,6.50898303137116,5,246.453405354839,OSR
7.5,0.2,ET,-177.329547254305,5.4403539665171,-182.769901220822,-171.889193287788,5,246.453405354839,7.5,0.2,ET,-76.3259345324655,2.50504977794797,-78.8309843104135,-73.8208847545175,5,246.453405354839,7.5,0.2,ET,229.043741927258,0,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.2,ET,0,0,0,0,5,246.453405354839,OSR
7.5,0.2,AS,0,0,0,0,5,246.453405354839,7.5,0.2,AS,0,0,0,0,5,246.453405354839,7.5,0.2,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.2,AS,0,,0,0,5,246.453405354839,OSR
7.5,0.3,NS,-28.0973220677718,10.2355754899125,-38.3328975576843,-17.8617465778593,5,246.453405354839,7.5,0.3,NS,-34.3147611384444,10.4966798752374,-44.8114410136818,-23.818081263207,5,246.453405354839,7.5,0.3,NS,79.8115167407248,8.53997430596027,71.2715424347645,88.351491046685,5,246.453405354839,7.5,0.3,NS,5.62596010779747,0.602455163656074,5.0235049441414,6.22841527145355,5,246.453405354839,OSR
7.5,0.3,ET,-177.329547254305,5.4403539665171,-182.769901220822,-171.889193287788,5,246.453405354839,7.5,0.3,ET,-76.3259345324655,2.50504977794797,-78.8309843104135,-73.8208847545175,5,246.453405354839,7.5,0.3,ET,229.043741927258,0,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.3,ET,0,0,0,0,5,246.453405354839,OSR
7.5,0.3,AS,0,0,0,0,5,246.453405354839,7.5,0.3,AS,0,0,0,0,5,246.453405354839,7.5,0.3,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.3,AS,0,,0,0,5,246.453405354839,OSR
7.5,0.4,NS,-23.405607355194,9.62090931556863,-33.0265166707626,-13.7846980396253,5,246.453405354839,7.5,0.4,NS,-30.3826422580023,10.5951741933452,-40.9778164513475,-19.787468064657,5,246.453405354839,7.5,0.4,NS,75.1198020281469,8.13663083841019,66.9831711897367,83.2564328665571,5,246.453405354839,7.5,0.4,NS,5.30180824884071,0.570488527615549,4.73131972122516,5.87229677645626,5,246.453405354839,OSR
7.5,0.4,ET,-177.329547254305,5.4403539665171,-182.769901220822,-171.889193287788,5,246.453405354839,7.5,0.4,ET,-76.3259345324655,2.50504977794797,-78.8309843104135,-73.8208847545175,5,246.453405354839,7.5,0.4,ET,229.043741927258,0,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.4,ET,0,0,0,0,5,246.453405354839,OSR
7.5,0.4,AS,0,0,0,0,5,246.453405354839,7.5,0.4,AS,0,0,0,0,5,246.453405354839,7.5,0.4,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.4,AS,0,,0,0,5,246.453405354839,OSR
7.5,0.5,NS,-20.2268272027702,8.85640352090086,-29.083230723671,-11.3704236818693,5,246.453405354839,7.5,0.5,NS,-27.303744240283,10.6938494993015,-37.9975937395844,-16.6098947409815,5,246.453405354839,7.5,0.5,NS,71.9410218757231,7.36277534827994,64.5782465274432,79.3037972240031,5,246.453405354839,7.5,0.5,NS,5.07117435140301,0.519154107153461,4.55202024424955,5.59032845855647,5,246.453405354839,OSR
7.5,0.5,ET,-177.329547254305,5.4403539665171,-182.769901220822,-171.889193287788,5,246.453405354839,7.5,0.5,ET,-76.3259345324655,2.50504977794797,-78.8309843104135,-73.8208847545175,5,246.453405354839,7.5,0.5,ET,229.043741927258,0,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.5,ET,0,0,0,0,5,246.453405354839,OSR
7.5,0.5,AS,0,0,0,0,5,246.453405354839,7.5,0.5,AS,0,0,0,0,5,246.453405354839,7.5,0.5,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.5,AS,0,,0,0,5,246.453405354839,OSR
7.5,0.6,NS,-15.5260528272326,9.22398828248432,-24.750041109717,-6.30206454474832,5,246.453405354839,7.5,0.6,NS,-22.0037956262463,12.3158604457431,-34.3196560719894,-9.68793518050312,5,246.453405354839,7.5,0.6,NS,67.2402475001856,7.23092446942869,60.0093230307569,74.4711719696143,5,246.453405354839,7.5,0.6,NS,4.73654066176206,0.509874303869378,4.22666635789268,5.24641496563144,5,246.453405354839,OSR
7.5,0.6,ET,-177.329547254305,5.4403539665171,-182.769901220822,-171.889193287788,5,246.453405354839,7.5,0.6,ET,-76.3259345324655,2.50504977794797,-78.8309843104135,-73.8208847545175,5,246.453405354839,7.5,0.6,ET,229.043741927258,0,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.6,ET,0,0,0,0,5,246.453405354839,OSR
7.5,0.6,AS,0,0,0,0,5,246.453405354839,7.5,0.6,AS,0,0,0,0,5,246.453405354839,7.5,0.6,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.6,AS,0,,0,0,5,246.453405354839,OSR
7.5,0.7,NS,-11.8096782116828,8.55059305829127,-20.3602712699741,-3.25908515339155,5,246.453405354839,7.5,0.7,NS,-17.5888016082035,12.8976454230992,-30.4864470313027,-4.69115618510428,5,246.453405354839,7.5,0.7,NS,63.5238728846357,6.58734145547524,56.9365314291605,70.111214340111,5,246.453405354839,7.5,0.7,NS,4.47831594383012,0.463695859203667,4.01462008462645,4.94201180303379,5,246.453405354839,OSR
7.5,0.7,ET,-177.329547254305,5.4403539665171,-182.769901220822,-171.889193287788,5,246.453405354839,7.5,0.7,ET,-76.3259345324655,2.50504977794797,-78.8309843104135,-73.8208847545175,5,246.453405354839,7.5,0.7,ET,229.043741927258,0,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.7,ET,0,0,0,0,5,246.453405354839,OSR
7.5,0.7,AS,0,0,0,0,5,246.453405354839,7.5,0.7,AS,0,0,0,0,5,246.453405354839,7.5,0.7,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.7,AS,0,,0,0,5,246.453405354839,OSR
7.5,0.8,NS,-7.4318473530657,8.23752055197962,-15.6693679050453,0,5,246.453405354839,7.5,0.8,NS,-11.4987823878758,13.6830656614039,-25.1818480492797,0,5,246.453405354839,7.5,0.8,NS,59.1460420260186,6.31997741311339,52.8260646129053,65.466019439132,5,246.453405354839,7.5,0.8,NS,4.17138013655104,0.447239202853723,3.72414093369732,4.61861933940477,5,246.453405354839,OSR
7.5,0.8,ET,-7.4318473530657,8.23752055197962,-15.6693679050453,0,5,246.453405354839,7.5,0.8,ET,-11.4987823878758,13.6830656614039,-25.1818480492797,0,5,246.453405354839,7.5,0.8,ET,59.1460420260186,6.31997741311339,52.8260646129053,65.466019439132,5,246.453405354839,7.5,0.8,ET,4.17138013655104,0.447239202853723,3.72414093369732,4.61861933940477,5,246.453405354839,OSR
7.5,0.8,AS,0,0,0,0,5,246.453405354839,7.5,0.8,AS,0,0,0,0,5,246.453405354839,7.5,0.8,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.8,AS,0,,0,0,5,246.453405354839,OSR
7.5,0.9,NS,-3.61942666202577,7.9898156648394,-11.6092423268652,0,5,246.453405354839,7.5,0.9,NS,-5.28606210763513,14.5088812523244,-19.7949433599595,0,5,246.453405354839,7.5,0.9,NS,55.3336213349787,5.71690211718381,49.6167192177949,61.0505234521625,5,246.453405354839,7.5,0.9,NS,3.89676969475759,0.406127537754634,3.49064215700296,4.30289723251222,5,246.453405354839,OSR
7.5,0.9,ET,-3.61942666202577,7.9898156648394,-11.6092423268652,0,5,246.453405354839,7.5,0.9,ET,-5.28606210763513,14.5088812523244,-19.7949433599595,0,5,246.453405354839,7.5,0.9,ET,55.3336213349787,5.71690211718381,49.6167192177949,61.0505234521625,5,246.453405354839,7.5,0.9,ET,3.89676969475759,0.406127537754634,3.49064215700296,4.30289723251222,5,246.453405354839,OSR
7.5,0.9,AS,0,0,0,0,5,246.453405354839,7.5,0.9,AS,0,0,0,0,5,246.453405354839,7.5,0.9,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,7.5,0.9,AS,0,,0,0,5,246.453405354839,OSR
7.5,1,NS,0,0,0,0,5,246.453405354839,7.5,1,NS,0,0,0,0,5,246.453405354839,7.5,1,NS,51.7141946729529,5.44035396652049,46.2738407064324,57.1545486394734,5,246.453405354839,7.5,1,NS,3.64728141444925,0.38111478287167,3.26616663157758,4.02839619732092,5,246.453405354839,OSR
7.5,1,ET,0,0,0,0,5,246.453405354839,7.5,1,ET,0,0,0,0,5,246.453405354839,7.5,1,ET,51.7141946729529,5.44035396652049,46.2738407064324,57.1545486394734,5,246.453405354839,7.5,1,ET,3.64728141444925,0.38111478287167,3.26616663157758,4.02839619732092,5,246.453405354839,OSR
7.5,1,AS,0,0,0,0,5,246.453405354839,7.5,1,AS,0,0,0,0,5,246.453405354839,7.5,1,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,246.453405354839,7.5,1,AS,0,,0,0,5,246.453405354839,OSR
10,0.01,NS,-53.1189542262161,14.2255910922359,-67.344545318452,-38.8933631339802,5,246.453405354839,10,0.01,NS,-42.9469821318221,8.52981319178468,-51.4767953236068,-34.4171689400374,5,246.453405354839,10,0.01,NS,122.03150843677,12.7202273487534,109.311281088016,134.751735785523,5,246.453405354839,10,0.01,NS,8.60326820258774,0.899005865703165,7.70426233688457,9.5022740682909,5,246.453405354839,OSR
10,0.01,ET,0,0,0,0,5,246.453405354839,10,0.01,ET,0,0,0,0,5,246.453405354839,10,0.01,ET,229.043741927258,0,229.043741927258,229.043741927258,5,246.453405354839,10,0.01,ET,0,0,0,0,5,246.453405354839,OSR
